t_ms,t_flight_s,loop_dt_us,state,imu_fault,rbf_pulled,batt_low,batt_critical,qb_w,qb_x,qb_y,qb_z,qg_w,qg_x,qg_y,qg_z,vote_disagree_deg,body_pitch_deg,body_yaw_deg,defl_pitch_deg,defl_yaw_deg,setp_pitch_deg,err_pitch_deg,err_yaw_deg,pid_p_pitch_deg,pid_i_pitch_deg,pid_d_pitch_deg,pid_p_yaw_deg,pid_i_yaw_deg,pid_d_yaw_deg,cmd_pitch_deg,cmd_yaw_deg,baro_alt_m,baro_temp_c,accel_g,batt_v,dropped_frames_cum
7074,6.9560,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.4270,0.0,-0.0000,0.0,0.0,-73.4270,0.0,0,0,0,0,0,0,-0.0000,0.0,94.820,15.0,1.0,7.80,0
7076,6.9580,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.5070,0.0,-0.0000,0.0,0.0,-73.5070,0.0,0,0,0,0,0,0,-0.0000,0.0,94.430,15.0,1.0,7.79,0
7078,6.9600,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.5860,0.0,-0.0000,0.0,0.0,-73.5860,0.0,0,0,0,0,0,0,-0.0000,0.0,94.810,15.0,1.0,7.79,0
7080,6.9620,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.6660,0.0,-0.0000,0.0,0.0,-73.6660,0.0,0,0,0,0,0,0,-0.0000,0.0,94.990,15.0,1.0,7.79,0
7082,6.9640,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.7460,0.0,-0.0000,0.0,0.0,-73.7460,0.0,0,0,0,0,0,0,-0.0000,0.0,94.810,15.0,1.0,7.80,0
7084,6.9660,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.8250,0.0,-0.0000,0.0,0.0,-73.8250,0.0,0,0,0,0,0,0,-0.0000,0.0,94.290,15.0,1.0,7.80,0
7086,6.9680,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.9050,0.0,-0.0000,0.0,0.0,-73.9050,0.0,0,0,0,0,0,0,-0.0000,0.0,93.840,15.0,1.0,7.79,0
7088,6.9700,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,73.9850,0.0,-0.0000,0.0,0.0,-73.9850,0.0,0,0,0,0,0,0,-0.0000,0.0,94.570,15.0,1.0,7.79,0
7090,6.9720,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.0650,0.0,-0.0000,0.0,0.0,-74.0650,0.0,0,0,0,0,0,0,-0.0000,0.0,94.720,15.0,1.0,7.79,0
7092,6.9740,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.1440,0.0,-0.0000,0.0,0.0,-74.1440,0.0,0,0,0,0,0,0,-0.0000,0.0,94.530,15.0,1.0,7.79,0
7094,6.9760,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.2240,0.0,-0.0000,0.0,0.0,-74.2240,0.0,0,0,0,0,0,0,-0.0000,0.0,94.450,15.0,1.0,7.79,0
7096,6.9780,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.3040,0.0,-0.0000,0.0,0.0,-74.3040,0.0,0,0,0,0,0,0,-0.0000,0.0,94.330,15.0,1.0,7.79,0
7098,6.9800,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.3840,0.0,-0.0000,0.0,0.0,-74.3840,0.0,0,0,0,0,0,0,-0.0000,0.0,94.870,15.0,1.0,7.79,0
7100,6.9820,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.4640,0.0,-0.0000,0.0,0.0,-74.4640,0.0,0,0,0,0,0,0,-0.0000,0.0,94.550,15.0,1.0,7.80,0
7102,6.9840,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.5430,0.0,-0.0000,0.0,0.0,-74.5430,0.0,0,0,0,0,0,0,-0.0000,0.0,94.600,15.0,1.0,7.79,0
7104,6.9860,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.6230,0.0,-0.0000,0.0,0.0,-74.6230,0.0,0,0,0,0,0,0,-0.0000,0.0,94.150,15.0,1.0,7.79,0
7106,6.9880,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.7030,0.0,-0.0000,0.0,0.0,-74.7030,0.0,0,0,0,0,0,0,-0.0000,0.0,94.270,15.0,1.0,7.79,0
7108,6.9900,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.7830,0.0,-0.0000,0.0,0.0,-74.7830,0.0,0,0,0,0,0,0,-0.0000,0.0,94.570,15.0,1.0,7.80,0
7110,6.9920,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.8630,0.0,-0.0000,0.0,0.0,-74.8630,0.0,0,0,0,0,0,0,-0.0000,0.0,94.080,15.0,1.0,7.79,0
7112,6.9940,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,74.9420,0.0,0.0000,0.0,0.0,-74.9420,0.0,0,0,0,0,0,0,0.0000,0.0,93.960,15.0,1.0,7.80,0
7114,6.9960,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.0220,0.0,0.0000,0.0,0.0,-75.0220,0.0,0,0,0,0,0,0,0.0000,0.0,94.320,15.0,1.0,7.80,0
7116,6.9980,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.1020,0.0,0.0000,0.0,0.0,-75.1020,0.0,0,0,0,0,0,0,0.0000,0.0,94.920,15.0,1.0,7.79,0
7118,7.0000,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.1820,0.0,0.0000,0.0,0.0,-75.1820,0.0,0,0,0,0,0,0,0.0000,0.0,94.490,15.0,1.0,7.79,0
7120,7.0020,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.2610,0.0,0.0000,0.0,0.0,-75.2610,0.0,0,0,0,0,0,0,0.0000,0.0,94.980,15.0,1.0,7.79,0
7122,7.0040,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.3410,0.0,0.0000,0.0,0.0,-75.3410,0.0,0,0,0,0,0,0,0.0000,0.0,94.330,15.0,1.0,7.79,0
7124,7.0060,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.4210,0.0,0.0000,0.0,0.0,-75.4210,0.0,0,0,0,0,0,0,0.0000,0.0,94.240,15.0,1.0,7.79,0
7126,7.0080,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.5010,0.0,0.0000,0.0,0.0,-75.5010,0.0,0,0,0,0,0,0,0.0000,0.0,93.790,15.0,1.0,7.79,0
7128,7.0100,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.5800,0.0,0.0000,0.0,0.0,-75.5800,0.0,0,0,0,0,0,0,0.0000,0.0,94.100,15.0,1.0,7.79,0
7130,7.0120,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.6600,0.0,0.0000,0.0,0.0,-75.6600,0.0,0,0,0,0,0,0,0.0000,0.0,94.890,15.0,1.0,7.79,0
7132,7.0140,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.7390,0.0,0.0000,0.0,0.0,-75.7390,0.0,0,0,0,0,0,0,0.0000,0.0,94.430,15.0,1.0,7.81,0
7134,7.0160,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.8190,0.0,0.0000,0.0,0.0,-75.8190,0.0,0,0,0,0,0,0,0.0000,0.0,94.570,15.0,1.0,7.79,0
7136,7.0180,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.8990,0.0,0.0000,0.0,0.0,-75.8990,0.0,0,0,0,0,0,0,0.0000,0.0,94.540,15.0,1.0,7.79,0
7138,7.0200,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,75.9780,0.0,0.0000,0.0,0.0,-75.9780,0.0,0,0,0,0,0,0,0.0000,0.0,94.240,15.0,1.0,7.79,0
7140,7.0220,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.0580,0.0,0.0000,0.0,0.0,-76.0580,0.0,0,0,0,0,0,0,0.0000,0.0,94.150,15.0,1.0,7.79,0
7142,7.0240,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.1370,0.0,0.0000,0.0,0.0,-76.1370,0.0,0,0,0,0,0,0,0.0000,0.0,94.260,15.0,1.0,7.79,0
7144,7.0260,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.2160,0.0,0.0000,0.0,0.0,-76.2160,0.0,0,0,0,0,0,0,0.0000,0.0,94.460,15.0,1.0,7.79,0
7146,7.0280,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.2960,0.0,0.0000,0.0,0.0,-76.2960,0.0,0,0,0,0,0,0,0.0000,0.0,94.360,15.0,1.0,7.79,0
7148,7.0300,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.3750,0.0,0.0000,0.0,0.0,-76.3750,0.0,0,0,0,0,0,0,0.0000,0.0,94.350,15.0,1.0,7.80,0
7150,7.0320,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.4540,0.0,0.0000,0.0,0.0,-76.4540,0.0,0,0,0,0,0,0,0.0000,0.0,94.200,15.0,1.0,7.79,0
7152,7.0340,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.5340,0.0,0.0000,0.0,0.0,-76.5340,0.0,0,0,0,0,0,0,0.0000,0.0,93.810,15.0,1.0,7.79,0
7154,7.0360,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.6130,0.0,0.0000,0.0,0.0,-76.6130,0.0,0,0,0,0,0,0,0.0000,0.0,94.000,15.0,1.0,7.79,0
7156,7.0380,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.6920,0.0,0.0000,0.0,0.0,-76.6920,0.0,0,0,0,0,0,0,0.0000,0.0,93.710,15.0,1.0,7.79,0
7158,7.0400,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.7710,0.0,0.0000,0.0,0.0,-76.7710,0.0,0,0,0,0,0,0,0.0000,0.0,94.470,15.0,1.0,7.79,0
7160,7.0420,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.8500,0.0,0.0000,0.0,0.0,-76.8500,0.0,0,0,0,0,0,0,0.0000,0.0,93.210,15.0,1.0,7.79,0
7162,7.0440,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,76.9290,0.0,0.0000,0.0,0.0,-76.9290,0.0,0,0,0,0,0,0,0.0000,0.0,93.950,15.0,1.0,7.79,0
7164,7.0460,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.0080,0.0,0.0000,0.0,0.0,-77.0080,0.0,0,0,0,0,0,0,0.0000,0.0,94.970,15.0,1.0,7.80,0
7166,7.0480,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.0870,0.0,0.0000,0.0,0.0,-77.0870,0.0,0,0,0,0,0,0,0.0000,0.0,93.860,15.0,1.0,7.79,0
7168,7.0500,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.1650,0.0,0.0000,0.0,0.0,-77.1650,0.0,0,0,0,0,0,0,0.0000,0.0,93.530,15.0,1.0,7.79,0
7170,7.0520,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.2440,0.0,0.0000,0.0,0.0,-77.2440,0.0,0,0,0,0,0,0,0.0000,0.0,93.950,15.0,1.0,7.79,0
7172,7.0540,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.3230,0.0,0.0000,0.0,0.0,-77.3230,0.0,0,0,0,0,0,0,0.0000,0.0,94.460,15.0,1.0,7.80,0
7174,7.0560,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.4010,0.0,0.0000,0.0,0.0,-77.4010,0.0,0,0,0,0,0,0,0.0000,0.0,93.860,15.0,1.0,7.79,0
7176,7.0580,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.4800,0.0,0.0000,0.0,0.0,-77.4800,0.0,0,0,0,0,0,0,0.0000,0.0,94.150,15.0,1.0,7.80,0
7178,7.0600,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.5580,0.0,0.0000,0.0,0.0,-77.5580,0.0,0,0,0,0,0,0,0.0000,0.0,93.930,15.0,1.0,7.79,0
7180,7.0620,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.6370,0.0,0.0000,0.0,0.0,-77.6370,0.0,0,0,0,0,0,0,0.0000,0.0,93.720,15.0,1.0,7.81,0
7182,7.0640,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.7150,0.0,0.0000,0.0,0.0,-77.7150,0.0,0,0,0,0,0,0,0.0000,0.0,95.110,15.0,1.0,7.80,0
7184,7.0660,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.7930,0.0,0.0000,0.0,0.0,-77.7930,0.0,0,0,0,0,0,0,0.0000,0.0,93.860,15.0,1.0,7.79,0
7186,7.0680,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.8710,0.0,0.0000,0.0,0.0,-77.8710,0.0,0,0,0,0,0,0,0.0000,0.0,93.600,15.0,1.0,7.79,0
7188,7.0700,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,77.9490,0.0,0.0000,0.0,0.0,-77.9490,0.0,0,0,0,0,0,0,0.0000,0.0,93.600,15.0,1.0,7.78,0
7190,7.0720,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.0270,0.0,0.0000,0.0,0.0,-78.0270,0.0,0,0,0,0,0,0,0.0000,0.0,93.930,15.0,1.0,7.79,0
7192,7.0740,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1050,0.0,0.0000,0.0,0.0,-78.1050,0.0,0,0,0,0,0,0,0.0000,0.0,93.920,15.0,1.0,7.80,0
7194,7.0760,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.1820,0.0,0.0000,0.0,0.0,-78.1820,0.0,0,0,0,0,0,0,0.0000,0.0,94.050,15.0,1.0,7.79,0
7196,7.0780,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.2600,0.0,0.0000,0.0,0.0,-78.2600,0.0,0,0,0,0,0,0,0.0000,0.0,93.780,15.0,1.0,7.79,0
7198,7.0800,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.3370,0.0,0.0000,0.0,0.0,-78.3370,0.0,0,0,0,0,0,0,0.0000,0.0,93.130,15.0,1.0,7.79,0
7200,7.0820,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4150,0.0,0.0000,0.0,0.0,-78.4150,0.0,0,0,0,0,0,0,0.0000,0.0,93.900,15.0,1.0,7.79,0
7202,7.0840,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.4920,0.0,0.0000,0.0,0.0,-78.4920,0.0,0,0,0,0,0,0,0.0000,0.0,93.540,15.0,1.0,7.79,0
7204,7.0860,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.5690,0.0,0.0000,0.0,0.0,-78.5690,0.0,0,0,0,0,0,0,0.0000,0.0,93.530,15.0,1.0,7.79,0
7206,7.0880,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.6460,0.0,0.0000,0.0,0.0,-78.6460,0.0,0,0,0,0,0,0,0.0000,0.0,93.040,15.0,1.0,7.79,0
7208,7.0900,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.7230,0.0,0.0000,0.0,0.0,-78.7230,0.0,0,0,0,0,0,0,0.0000,0.0,93.380,15.0,1.0,7.78,0
7210,7.0920,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8000,0.0,0.0000,0.0,0.0,-78.8000,0.0,0,0,0,0,0,0,0.0000,0.0,93.300,15.0,1.0,7.79,0
7212,7.0940,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.8770,0.0,0.0000,0.0,0.0,-78.8770,0.0,0,0,0,0,0,0,0.0000,0.0,93.560,15.0,1.0,7.78,0
7214,7.0960,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,78.9530,0.0,0.0000,0.0,0.0,-78.9530,0.0,0,0,0,0,0,0,0.0000,0.0,92.970,15.0,1.0,7.78,0
7216,7.0980,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.0300,0.0,0.0000,0.0,0.0,-79.0300,0.0,0,0,0,0,0,0,0.0000,0.0,93.560,15.0,1.0,7.80,0
7218,7.1000,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1060,0.0,0.0000,0.0,0.0,-79.1060,0.0,0,0,0,0,0,0,0.0000,0.0,93.570,15.0,1.0,7.80,0
7220,7.1020,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.1830,0.0,0.0000,0.0,0.0,-79.1830,0.0,0,0,0,0,0,0,0.0000,0.0,93.050,15.0,1.0,7.80,0
7222,7.1040,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.2590,0.0,-0.0000,0.0,0.0,-79.2590,0.0,0,0,0,0,0,0,-0.0000,0.0,93.230,15.0,1.0,7.79,0
7224,7.1060,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.3350,0.0,-0.0000,0.0,0.0,-79.3350,0.0,0,0,0,0,0,0,-0.0000,0.0,93.120,15.0,1.0,7.79,0
7226,7.1080,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4100,0.0,-0.0000,0.0,0.0,-79.4100,0.0,0,0,0,0,0,0,-0.0000,0.0,93.800,15.0,1.0,7.79,0
7228,7.1100,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.4860,0.0,-0.0000,0.0,0.0,-79.4860,0.0,0,0,0,0,0,0,-0.0000,0.0,92.410,15.0,1.0,7.80,0
7230,7.1120,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.5620,0.0,-0.0000,0.0,0.0,-79.5620,0.0,0,0,0,0,0,0,-0.0000,0.0,93.260,15.0,1.0,7.79,0
7232,7.1140,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.6370,0.0,-0.0000,0.0,0.0,-79.6370,0.0,0,0,0,0,0,0,-0.0000,0.0,92.720,15.0,1.0,7.79,0
7234,7.1160,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.7120,0.0,-0.0000,0.0,0.0,-79.7120,0.0,0,0,0,0,0,0,-0.0000,0.0,93.190,15.0,1.0,7.79,0
7236,7.1180,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.7870,0.0,-0.0000,0.0,0.0,-79.7870,0.0,0,0,0,0,0,0,-0.0000,0.0,93.680,15.0,1.0,7.79,0
7238,7.1200,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.8620,0.0,-0.0000,0.0,0.0,-79.8620,0.0,0,0,0,0,0,0,-0.0000,0.0,93.070,15.0,1.0,7.80,0
7240,7.1220,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,79.9370,0.0,-0.0000,0.0,0.0,-79.9370,0.0,0,0,0,0,0,0,-0.0000,0.0,93.360,15.0,1.0,7.79,0
7242,7.1240,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.0120,0.0,-0.0000,0.0,0.0,-80.0120,0.0,0,0,0,0,0,0,-0.0000,0.0,92.950,15.0,1.0,7.80,0
7244,7.1260,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.0860,0.0,-0.0000,0.0,0.0,-80.0860,0.0,0,0,0,0,0,0,-0.0000,0.0,94.040,15.0,1.0,7.79,0
7246,7.1280,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.1600,0.0,-0.0000,0.0,0.0,-80.1600,0.0,0,0,0,0,0,0,-0.0000,0.0,93.610,15.0,1.0,7.79,0
7248,7.1300,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.2350,0.0,-0.0000,0.0,0.0,-80.2350,0.0,0,0,0,0,0,0,-0.0000,0.0,93.680,15.0,1.0,7.79,0
7250,7.1320,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.3090,0.0,-0.0000,0.0,0.0,-80.3090,0.0,0,0,0,0,0,0,-0.0000,0.0,92.680,15.0,1.0,7.78,0
7252,7.1340,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.3820,0.0,-0.0000,0.0,0.0,-80.3820,0.0,0,0,0,0,0,0,-0.0000,0.0,92.750,15.0,1.0,7.78,0
7254,7.1360,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.4560,0.0,-0.0000,0.0,0.0,-80.4560,0.0,0,0,0,0,0,0,-0.0000,0.0,93.600,15.0,1.0,7.79,0
7256,7.1380,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.5290,0.0,-0.0000,0.0,0.0,-80.5290,0.0,0,0,0,0,0,0,-0.0000,0.0,93.070,15.0,1.0,7.78,0
7258,7.1400,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.6030,0.0,-0.0000,0.0,0.0,-80.6030,0.0,0,0,0,0,0,0,-0.0000,0.0,93.030,15.0,1.0,7.80,0
7260,7.1420,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.6760,0.0,-0.0000,0.0,0.0,-80.6760,0.0,0,0,0,0,0,0,-0.0000,0.0,93.240,15.0,1.0,7.79,0
7262,7.1440,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.7490,0.0,-0.0000,0.0,0.0,-80.7490,0.0,0,0,0,0,0,0,-0.0000,0.0,92.590,15.0,1.0,7.78,0
7264,7.1460,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.8210,0.0,-0.0000,0.0,0.0,-80.8210,0.0,0,0,0,0,0,0,-0.0000,0.0,93.380,15.0,1.0,7.79,0
7266,7.1480,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.8940,0.0,-0.0000,0.0,0.0,-80.8940,0.0,0,0,0,0,0,0,-0.0000,0.0,93.060,15.0,1.0,7.79,0
7268,7.1500,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,80.9660,0.0,-0.0000,0.0,0.0,-80.9660,0.0,0,0,0,0,0,0,-0.0000,0.0,93.220,15.0,1.0,7.79,0
7270,7.1520,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.0380,0.0,-0.0000,0.0,0.0,-81.0380,0.0,0,0,0,0,0,0,-0.0000,0.0,92.740,15.0,1.0,7.79,0
7272,7.1540,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.1100,0.0,-0.0000,0.0,0.0,-81.1100,0.0,0,0,0,0,0,0,-0.0000,0.0,93.200,15.0,1.0,7.80,0
7274,7.1560,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.1820,0.0,-0.0000,0.0,0.0,-81.1820,0.0,0,0,0,0,0,0,-0.0000,0.0,92.690,15.0,1.0,7.80,0
7276,7.1580,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.2540,0.0,-0.0000,0.0,0.0,-81.2540,0.0,0,0,0,0,0,0,-0.0000,0.0,93.330,15.0,1.0,7.80,0
7278,7.1600,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.3250,0.0,-0.0000,0.0,0.0,-81.3250,0.0,0,0,0,0,0,0,-0.0000,0.0,93.380,15.0,1.0,7.79,0
7280,7.1620,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.3960,0.0,-0.0000,0.0,0.0,-81.3960,0.0,0,0,0,0,0,0,-0.0000,0.0,93.270,15.0,1.0,7.80,0
7282,7.1640,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.4670,0.0,-0.0000,0.0,0.0,-81.4670,0.0,0,0,0,0,0,0,-0.0000,0.0,93.100,15.0,1.0,7.79,0
7284,7.1660,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.5380,0.0,-0.0000,0.0,0.0,-81.5380,0.0,0,0,0,0,0,0,-0.0000,0.0,93.120,15.0,1.0,7.79,0
7286,7.1680,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.6080,0.0,-0.0000,0.0,0.0,-81.6080,0.0,0,0,0,0,0,0,-0.0000,0.0,91.770,15.0,1.0,7.79,0
7288,7.1700,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.6780,0.0,-0.0000,0.0,0.0,-81.6780,0.0,0,0,0,0,0,0,-0.0000,0.0,93.160,15.0,1.0,7.79,0
7290,7.1720,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.7480,0.0,-0.0000,0.0,0.0,-81.7480,0.0,0,0,0,0,0,0,-0.0000,0.0,92.700,15.0,1.0,7.78,0
7292,7.1740,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.8180,0.0,-0.0000,0.0,0.0,-81.8180,0.0,0,0,0,0,0,0,-0.0000,0.0,92.830,15.0,1.0,7.79,0
7294,7.1760,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.8880,0.0,-0.0000,0.0,0.0,-81.8880,0.0,0,0,0,0,0,0,-0.0000,0.0,92.650,15.0,1.0,7.78,0
7296,7.1780,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,81.9570,0.0,-0.0000,0.0,0.0,-81.9570,0.0,0,0,0,0,0,0,-0.0000,0.0,92.190,15.0,1.0,7.79,0
7298,7.1800,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.0260,0.0,-0.0000,0.0,0.0,-82.0260,0.0,0,0,0,0,0,0,-0.0000,0.0,92.510,15.0,1.0,7.79,0
7300,7.1820,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.0950,0.0,-0.0000,0.0,0.0,-82.0950,0.0,0,0,0,0,0,0,-0.0000,0.0,92.970,15.0,1.0,7.79,0
7302,7.1840,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.1640,0.0,-0.0000,0.0,0.0,-82.1640,0.0,0,0,0,0,0,0,-0.0000,0.0,93.250,15.0,1.0,7.79,0
7304,7.1860,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.2320,0.0,-0.0000,0.0,0.0,-82.2320,0.0,0,0,0,0,0,0,-0.0000,0.0,92.420,15.0,1.0,7.80,0
7306,7.1880,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.3000,0.0,-0.0000,0.0,0.0,-82.3000,0.0,0,0,0,0,0,0,-0.0000,0.0,92.280,15.0,1.0,7.79,0
7308,7.1900,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.3680,0.0,-0.0000,0.0,0.0,-82.3680,0.0,0,0,0,0,0,0,-0.0000,0.0,93.200,15.0,1.0,7.79,0
7310,7.1920,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.4360,0.0,-0.0000,0.0,0.0,-82.4360,0.0,0,0,0,0,0,0,-0.0000,0.0,92.250,15.0,1.0,7.79,0
7312,7.1940,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.5030,0.0,-0.0000,0.0,0.0,-82.5030,0.0,0,0,0,0,0,0,-0.0000,0.0,93.410,15.0,1.0,7.79,0
7314,7.1960,2000,3,0,1,0,0,1,0,0,0,1,0,0,0,0.01,82.5700,0.0,-0.0000,0.0,0.0,-82.5700,0.0,0,0,0,0,0,0,-0.0000,0.0,92.580,15.0,1.0,7.79,0
